67.756000,390.925000
109.868000,292.862000
325.111000,316.065000
126.801000,68.228000
519.073000,431.995000
103.201000,174.763000
638.429000,69.833000
22.648000,301.845000
159.461000,272.871000
335.855000,258.797000
118.059000,100.328000
486.966000,158.690000
260.378000,98.251000
389.044000,400.936000
33.276000,112.226000
345.291000,376.266000
63.973000,147.393000
305.034000,407.174000
32.783000,69.609000
433.728000,140.543000
633.557000,219.878000
134.443000,361.955000
109.938000,146.879000
504.879000,223.245000
365.962000,267.834000
327.389000,71.249000
224.269000,164.092000
89.968000,79.221000
487.319000,54.287000
335.635000,405.027000
450.017000,162.982000
179.727000,378.364000
549.936000,207.559000
309.290000,68.687000
105.735000,266.323000
89.297000,155.491000
555.511000,152.813000
228.559000,89.153000
269.569000,264.229000
366.829000,424.024000
180.999000,93.371000
476.159000,213.082000
420.737000,134.844000
610.315000,279.406000
462.369000,172.691000
505.110000,432.984000
571.997000,185.255000
598.961000,284.439000
254.236000,84.097000
548.781000,305.562000
231.062000,68.763000
524.336000,245.015000
171.829000,319.959000
633.844000,84.471000
633.983000,81.757000
240.801000,181.178000
103.443000,275.113000
425.996000,367.085000
304.199000,140.746000
270.371000,434.949000
304.116000,257.178000
142.261000,77.667000
35.155000,77.012000
640.484000,309.592000
60.474000,76.761000
189.235000,144.589000
313.000000,425.869000
636.046000,181.612000
69.485000,110.585000
683.671000,422.505000
172.605000,141.876000
458.455000,171.723000
547.300000,454.506000
66.915000,385.652000
14.943000,109.986000
161.047000,167.032000
487.710000,214.871000
641.560000,181.521000
627.196000,252.452000
510.521000,426.533000
219.699000,83.054000
581.997000,309.537000
647.217000,340.107000
546.888000,377.032000
472.407000,362.644000
252.930000,154.284000
439.894000,385.014000
331.232000,77.468000
143.626000,152.655000
650.876000,165.404000
73.700000,408.875000
174.682000,330.318000
387.720000,392.743000
659.654000,400.335000
51.381000,309.339000
579.018000,433.463000
27.104000,179.199000
272.427000,166.829000
558.663000,445.260000
500.674000,70.160000
513.607000,120.024000
531.384000,344.036000
173.335000,169.134000
312.980000,349.579000
462.197000,148.753000
323.592000,271.776000
319.294000,329.545000
399.774000,381.619000
101.558000,388.536000
199.887000,171.887000
358.437000,265.584000
496.267000,220.200000
67.553000,175.725000
648.069000,102.873000
321.488000,429.445000
672.056000,347.548000
625.158000,242.820000
163.388000,176.343000
296.662000,141.432000
629.581000,280.840000
298.229000,148.537000
115.059000,70.588000
233.675000,274.728000
665.373000,359.929000
596.028000,264.929000
598.586000,284.883000
56.519000,370.269000
118.736000,176.804000
66.523000,283.799000
512.501000,118.822000
447.401000,52.680000
411.323000,303.126000
616.289000,102.478000
608.146000,219.188000
633.245000,322.492000
302.474000,277.981000
564.464000,292.351000
366.213000,324.547000
563.571000,171.008000
598.192000,262.925000
255.240000,79.410000
490.594000,237.163000
301.158000,407.389000
71.897000,384.142000
80.432000,415.289000
661.430000,372.276000
569.615000,206.821000
46.813000,352.385000
203.887000,440.687000
238.526000,441.593000
65.152000,87.445000
253.467000,414.664000
355.725000,329.737000
217.701000,69.131000
342.994000,310.670000
143.313000,91.353000
75.981000,373.892000
423.694000,134.560000
463.971000,62.675000
614.932000,424.576000
227.285000,409.217000
634.514000,130.263000
361.789000,349.989000
422.181000,143.794000
534.698000,363.307000
399.667000,290.504000
162.837000,269.797000
463.023000,367.791000
503.446000,73.822000
128.558000,287.806000
405.210000,376.181000
37.275000,111.523000
602.919000,169.310000
546.092000,350.246000
568.390000,457.755000
450.580000,350.598000
120.241000,155.652000
315.501000,142.003000
572.341000,183.795000
61.027000,322.163000
530.331000,213.716000
550.033000,283.092000
89.502000,302.506000
435.936000,336.962000
101.668000,168.905000
561.304000,459.931000
286.007000,174.036000
205.088000,151.435000
564.062000,150.091000
324.884000,170.819000
148.916000,147.787000
36.257000,183.698000
87.458000,162.044000
97.786000,286.274000
346.037000,366.652000
616.396000,170.894000
188.508000,282.094000
110.273000,148.951000
582.679000,290.978000
309.119000,321.986000
348.104000,268.693000
556.283000,393.042000
268.271000,144.971000
162.910000,380.567000
161.773000,350.404000
566.964000,293.507000
103.896000,387.175000
570.595000,208.906000
50.432000,299.391000
609.013000,446.653000
307.544000,86.256000
188.836000,417.103000
624.702000,413.612000
100.396000,166.044000
131.309000,264.388000
558.038000,324.983000
479.440000,221.889000
154.581000,366.177000
285.570000,89.352000
193.055000,436.953000
526.977000,329.825000
574.776000,149.666000
427.267000,315.886000
57.351000,144.958000
550.489000,169.343000
618.024000,277.472000
555.656000,421.388000
326.361000,141.649000
115.020000,399.690000
580.793000,400.915000
305.816000,76.428000
89.240000,407.149000
156.890000,150.131000
241.730000,282.281000
667.984000,349.415000
142.127000,365.116000
425.464000,281.741000
144.727000,363.410000
352.804000,291.482000
452.978000,312.366000
136.333000,340.328000
35.471000,311.366000
358.721000,259.912000
331.537000,277.279000
551.669000,119.940000
325.927000,100.549000
283.121000,413.349000
347.378000,272.672000
540.728000,154.218000
519.289000,252.735000
60.880000,293.369000
58.445000,146.640000
128.275000,428.488000
612.437000,185.931000
274.408000,158.305000
599.632000,302.326000
496.813000,353.348000
511.816000,439.857000
32.810000,170.112000
230.877000,436.569000
452.782000,353.004000
277.793000,431.339000
328.638000,350.035000
637.739000,447.422000
645.027000,443.565000
554.133000,189.464000
655.504000,320.916000
506.602000,239.498000
133.514000,145.516000
476.866000,358.237000
75.864000,370.152000
494.990000,128.921000
108.035000,264.541000
170.395000,427.140000
555.477000,422.030000
456.952000,309.309000
489.323000,53.989000
45.317000,181.056000
205.247000,429.563000
26.630000,338.016000
637.081000,323.619000
644.647000,325.905000
547.348000,216.150000
578.552000,176.176000
96.634000,170.521000
604.995000,295.599000
307.329000,340.702000
619.031000,205.036000
328.292000,101.575000
114.123000,427.772000
515.120000,66.087000
298.289000,275.669000
341.677000,412.277000
21.191000,90.175000
543.406000,314.782000
195.223000,259.303000
558.076000,183.121000
473.185000,235.903000
329.706000,284.713000
488.985000,46.419000
543.797000,153.217000
449.315000,316.324000
238.388000,258.167000
246.555000,109.607000
141.028000,110.828000
43.668000,291.399000
639.921000,416.485000
544.523000,203.247000
523.964000,438.922000
199.753000,78.471000
571.524000,413.035000
40.931000,354.262000
322.717000,178.234000
137.681000,427.607000
314.720000,104.400000
533.889000,127.493000
80.470000,99.037000
270.629000,95.601000
555.255000,445.010000
406.533000,400.324000
644.003000,320.565000
537.230000,287.784000
509.195000,357.335000
623.087000,221.653000
395.719000,386.118000
274.302000,245.444000
351.670000,410.951000
316.762000,142.555000
240.200000,101.601000
552.828000,304.859000
398.408000,383.121000
176.647000,175.237000
642.005000,422.946000
426.936000,383.646000
371.168000,345.096000
523.036000,399.070000
451.224000,145.775000
650.430000,371.572000
26.532000,169.671000
52.622000,181.916000
545.515000,205.062000
127.743000,155.523000
514.726000,352.324000
326.059000,381.239000
569.252000,150.450000
556.636000,464.758000
161.210000,268.239000
530.871000,239.966000
268.136000,276.218000
627.270000,154.611000
457.560000,309.871000
306.480000,140.395000
648.763000,364.824000
526.415000,221.976000
343.935000,405.111000
342.460000,342.193000
681.532000,430.285000
372.834000,273.842000
26.442000,375.309000
489.089000,246.340000
158.839000,410.947000
152.655000,345.182000
27.594000,360.195000
660.976000,304.225000
37.978000,377.388000
501.173000,209.049000
567.411000,281.058000
516.205000,77.533000
624.855000,360.424000
556.017000,129.036000
442.165000,62.166000
28.518000,323.886000
618.437000,212.160000
361.162000,352.626000
342.771000,282.611000
47.073000,304.217000
210.645000,177.815000
223.795000,259.780000
609.564000,277.599000
209.678000,159.871000
560.466000,353.041000
350.352000,267.841000
124.427000,110.471000
90.167000,410.206000
632.650000,178.971000
281.860000,417.163000
163.642000,429.528000
176.219000,149.932000
284.960000,86.528000
530.543000,347.717000
181.997000,312.281000
152.479000,377.285000
230.897000,171.483000
630.816000,279.596000
639.847000,146.073000
59.900000,150.540000
321.801000,253.264000
613.794000,428.565000
185.582000,159.981000
58.985000,72.888000
557.155000,319.103000
433.499000,379.803000
102.177000,292.040000
528.510000,145.594000
634.796000,212.666000
517.639000,420.626000
479.218000,153.336000
280.481000,94.905000
289.827000,92.748000
428.665000,126.795000
83.227000,155.623000
281.535000,427.357000
189.263000,272.365000
538.109000,282.559000
177.496000,159.542000
331.361000,377.574000
467.677000,326.964000
97.247000,416.010000
251.937000,442.055000
345.636000,271.783000
508.735000,364.085000
114.505000,395.536000
465.469000,369.922000
613.606000,222.104000
552.761000,369.180000
604.735000,150.861000
571.740000,296.147000
626.310000,113.467000
269.955000,74.645000
92.599000,420.669000
309.285000,172.272000
116.821000,69.283000
401.966000,290.358000
254.791000,168.611000
197.753000,414.381000
540.774000,399.332000
173.638000,179.555000
625.616000,196.519000
665.240000,409.595000
259.314000,147.327000
544.225000,414.718000
175.094000,321.902000
314.320000,93.690000
561.513000,407.344000
132.484000,72.435000
160.665000,409.705000
78.930000,278.739000
94.776000,403.431000
554.264000,299.127000
116.917000,270.293000
631.953000,90.276000
565.606000,323.526000
284.847000,410.361000
